[00:00:11] [Server thread/WARN]: A11y_UwU moved wrongly!
[00:04:33] [Server thread/WARN]: A11y_UwU moved too quickly! -3.699397040389231,8.867098785230667,15.431827979388544
[00:05:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Air'/131118, l='ServerLevel[world]', x=-462.17, y=76.00, z=287.75]
[00:31:35] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140405, l='ServerLevel[world]', x=-72.75, y=118.50, z=-266.37]
[00:31:35] [Server thread/WARN]: Fetching packet for removed entity class_1542['Gold Nugget'/140406, l='ServerLevel[world]', x=-72.70, y=115.34, z=-268.37]
[00:31:35] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140419, l='ServerLevel[world]', x=-72.66, y=115.25, z=-279.66]
[00:31:35] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140429, l='ServerLevel[world]', x=-72.46, y=116.47, z=-290.71]
[00:31:41] [Server thread/WARN]: Fetching packet for removed entity class_1542['Gold Nugget'/140475, l='ServerLevel[world]', x=-72.49, y=116.37, z=-269.43]
[00:31:41] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140476, l='ServerLevel[world]', x=-73.25, y=116.62, z=-267.71]
[00:31:41] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140492, l='ServerLevel[world]', x=-73.73, y=115.50, z=-285.65]
[00:31:41] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140495, l='ServerLevel[world]', x=-74.73, y=117.48, z=-283.63]
[00:31:47] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140542, l='ServerLevel[world]', x=-73.60, y=112.54, z=-272.66]
[00:31:47] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140544, l='ServerLevel[world]', x=-73.27, y=115.54, z=-269.35]
[00:31:47] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140547, l='ServerLevel[world]', x=-72.57, y=122.46, z=-272.43]
[00:31:47] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140556, l='ServerLevel[world]', x=-74.60, y=120.42, z=-278.32]
[00:31:47] [Server thread/WARN]: Fetching packet for removed entity class_1542['Gold Nugget'/140565, l='ServerLevel[world]', x=-73.46, y=114.66, z=-290.32]
[00:31:47] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140567, l='ServerLevel[world]', x=-74.66, y=115.50, z=-290.61]
[00:31:47] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140569, l='ServerLevel[world]', x=-75.53, y=119.27, z=-289.45]
[00:31:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140613, l='ServerLevel[world]', x=-76.65, y=115.28, z=-273.60]
[00:31:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140614, l='ServerLevel[world]', x=-75.52, y=114.62, z=-272.72]
[00:31:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140615, l='ServerLevel[world]', x=-75.63, y=114.53, z=-265.72]
[00:31:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140616, l='ServerLevel[world]', x=-76.25, y=117.39, z=-273.27]
[00:31:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140628, l='ServerLevel[world]', x=-75.57, y=119.68, z=-277.38]
[00:31:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140630, l='ServerLevel[world]', x=-75.74, y=120.31, z=-277.60]
[00:31:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140631, l='ServerLevel[world]', x=-73.49, y=122.70, z=-285.63]
[00:31:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140633, l='ServerLevel[world]', x=-76.41, y=117.70, z=-285.49]
[00:31:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140634, l='ServerLevel[world]', x=-75.57, y=114.59, z=-284.38]
[00:31:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140640, l='ServerLevel[world]', x=-75.69, y=116.45, z=-288.57]
[00:31:59] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140685, l='ServerLevel[world]', x=-76.55, y=120.45, z=-267.39]
[00:31:59] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140687, l='ServerLevel[world]', x=-76.26, y=120.65, z=-273.32]
[00:31:59] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140688, l='ServerLevel[world]', x=-76.43, y=116.73, z=-272.67]
[00:31:59] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140697, l='ServerLevel[world]', x=-75.26, y=121.71, z=-278.58]
[00:31:59] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140698, l='ServerLevel[world]', x=-76.30, y=121.72, z=-278.65]
[00:31:59] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140700, l='ServerLevel[world]', x=-76.30, y=120.48, z=-278.54]
[00:31:59] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140703, l='ServerLevel[world]', x=-76.71, y=116.59, z=-283.54]
[00:31:59] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140705, l='ServerLevel[world]', x=-76.30, y=119.43, z=-285.55]
[00:31:59] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140709, l='ServerLevel[world]', x=-77.62, y=115.29, z=-290.46]
[00:31:59] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140710, l='ServerLevel[world]', x=-77.36, y=118.38, z=-290.36]
[00:32:05] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140750, l='ServerLevel[world]', x=-77.28, y=118.38, z=-265.67]
[00:32:05] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140751, l='ServerLevel[world]', x=-77.69, y=116.69, z=-264.63]
[00:32:05] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140761, l='ServerLevel[world]', x=-78.32, y=117.74, z=-278.51]
[00:32:05] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140767, l='ServerLevel[world]', x=-77.30, y=114.62, z=-285.65]
[00:32:05] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140769, l='ServerLevel[world]', x=-76.46, y=112.38, z=-284.28]
[00:32:05] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140770, l='ServerLevel[world]', x=-78.64, y=117.64, z=-286.51]
[00:32:05] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140773, l='ServerLevel[world]', x=-77.41, y=120.27, z=-291.30]
[00:32:05] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140774, l='ServerLevel[world]', x=-78.55, y=118.47, z=-290.30]
[00:32:05] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140776, l='ServerLevel[world]', x=-77.44, y=115.69, z=-289.59]
[00:32:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140822, l='ServerLevel[world]', x=-79.39, y=118.68, z=-273.50]
[00:32:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140836, l='ServerLevel[world]', x=-78.50, y=114.63, z=-279.58]
[00:32:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140837, l='ServerLevel[world]', x=-78.38, y=120.57, z=-278.62]
[00:32:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140844, l='ServerLevel[world]', x=-78.55, y=116.41, z=-283.70]
[00:32:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140848, l='ServerLevel[world]', x=-77.58, y=122.61, z=-290.38]
[00:32:11] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140849, l='ServerLevel[world]', x=-78.53, y=115.52, z=-290.62]
[00:32:17] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140886, l='ServerLevel[world]', x=-79.59, y=114.52, z=-266.63]
[00:32:17] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140889, l='ServerLevel[world]', x=-80.34, y=117.35, z=-272.74]
[00:32:17] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140891, l='ServerLevel[world]', x=-80.25, y=117.39, z=-265.61]
[00:32:17] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140892, l='ServerLevel[world]', x=-79.26, y=113.68, z=-267.27]
[00:32:23] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140963, l='ServerLevel[world]', x=-80.56, y=118.47, z=-266.44]
[00:32:23] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140964, l='ServerLevel[world]', x=-80.63, y=118.68, z=-272.43]
[00:32:23] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140966, l='ServerLevel[world]', x=-78.38, y=122.32, z=-272.67]
[00:32:23] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140978, l='ServerLevel[world]', x=-80.69, y=118.68, z=-277.43]
[00:32:23] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140980, l='ServerLevel[world]', x=-80.30, y=120.27, z=-284.58]
[00:32:23] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140984, l='ServerLevel[world]', x=-78.65, y=122.39, z=-290.58]
[00:32:23] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140985, l='ServerLevel[world]', x=-77.44, y=111.53, z=-290.49]
[00:32:23] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/140986, l='ServerLevel[world]', x=-81.49, y=115.45, z=-291.35]
[00:32:29] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141031, l='ServerLevel[world]', x=-75.63, y=112.67, z=-271.47]
[00:32:29] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141033, l='ServerLevel[world]', x=-82.36, y=118.69, z=-267.53]
[00:32:29] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141034, l='ServerLevel[world]', x=-81.74, y=119.47, z=-268.26]
[00:32:29] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141035, l='ServerLevel[world]', x=-81.37, y=113.73, z=-266.47]
[00:32:29] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141043, l='ServerLevel[world]', x=-81.70, y=120.58, z=-279.49]
[00:32:29] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141046, l='ServerLevel[world]', x=-81.29, y=115.50, z=-277.31]
[00:32:29] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141048, l='ServerLevel[world]', x=-81.72, y=114.33, z=-285.35]
[00:32:29] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141049, l='ServerLevel[world]', x=-81.37, y=120.72, z=-286.54]
[00:32:29] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141050, l='ServerLevel[world]', x=-81.43, y=114.65, z=-284.64]
[00:32:29] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141055, l='ServerLevel[world]', x=-78.61, y=122.32, z=-289.51]
[00:32:29] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141058, l='ServerLevel[world]', x=-81.43, y=115.51, z=-289.48]
[00:32:35] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141109, l='ServerLevel[world]', x=-83.69, y=119.35, z=-266.52]
[00:32:35] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141110, l='ServerLevel[world]', x=-82.40, y=117.55, z=-267.47]
[00:32:35] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141113, l='ServerLevel[world]', x=-83.57, y=119.45, z=-271.60]
[00:32:35] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141122, l='ServerLevel[world]', x=-82.39, y=114.31, z=-278.29]
[00:32:35] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141124, l='ServerLevel[world]', x=-82.35, y=120.63, z=-277.49]
[00:32:35] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141127, l='ServerLevel[world]', x=-82.63, y=120.55, z=-284.70]
[00:32:35] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141128, l='ServerLevel[world]', x=-81.30, y=112.71, z=-285.68]
[00:32:35] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141129, l='ServerLevel[world]', x=-82.47, y=114.67, z=-286.68]
[00:32:35] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141131, l='ServerLevel[world]', x=-83.47, y=119.68, z=-283.68]
[00:32:35] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141133, l='ServerLevel[world]', x=-82.33, y=113.57, z=-290.37]
[00:32:35] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141136, l='ServerLevel[world]', x=-82.30, y=114.42, z=-290.28]
[00:32:41] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141182, l='ServerLevel[world]', x=-84.72, y=118.53, z=-266.62]
[00:32:41] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141187, l='ServerLevel[world]', x=-79.41, y=112.29, z=-265.28]
[00:32:41] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141198, l='ServerLevel[world]', x=-81.72, y=122.36, z=-278.53]
[00:32:41] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141205, l='ServerLevel[world]', x=-83.30, y=118.37, z=-288.45]
[00:32:41] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141207, l='ServerLevel[world]', x=-82.35, y=122.59, z=-290.27]
[00:32:41] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141208, l='ServerLevel[world]', x=-83.27, y=117.25, z=-288.33]
[00:32:47] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141241, l='ServerLevel[world]', x=-83.31, y=112.51, z=-272.71]
[00:32:47] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141243, l='ServerLevel[world]', x=-85.61, y=117.71, z=-272.62]
[00:32:47] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141244, l='ServerLevel[world]', x=-84.73, y=117.54, z=-266.41]
[00:32:47] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141255, l='ServerLevel[world]', x=-82.54, y=122.51, z=-278.25]
[00:32:47] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141256, l='ServerLevel[world]', x=-84.27, y=115.58, z=-277.45]
[00:32:47] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141257, l='ServerLevel[world]', x=-84.28, y=120.29, z=-279.65]
[00:32:47] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141264, l='ServerLevel[world]', x=-84.50, y=119.48, z=-289.35]
[00:32:47] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141267, l='ServerLevel[world]', x=-84.39, y=121.48, z=-291.38]
[00:32:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141310, l='ServerLevel[world]', x=-86.27, y=114.30, z=-266.67]
[00:32:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141314, l='ServerLevel[world]', x=-85.45, y=118.29, z=-264.71]
[00:32:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141315, l='ServerLevel[world]', x=-85.34, y=114.59, z=-272.32]
[00:32:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141323, l='ServerLevel[world]', x=-85.55, y=114.64, z=-278.61]
[00:32:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141327, l='ServerLevel[world]', x=-85.67, y=118.72, z=-279.71]
[00:32:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141332, l='ServerLevel[world]', x=-81.31, y=123.34, z=-284.44]
[00:32:53] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141333, l='ServerLevel[world]', x=-85.54, y=119.68, z=-289.57]
[00:32:59] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141381, l='ServerLevel[world]', x=-87.31, y=119.27, z=-266.74]
[00:32:59] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141382, l='ServerLevel[world]', x=-87.70, y=118.33, z=-272.42]
[00:32:59] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141383, l='ServerLevel[world]', x=-84.49, y=122.53, z=-272.38]
[00:32:59] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141395, l='ServerLevel[world]', x=-82.56, y=123.46, z=-284.44]
[00:32:59] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141398, l='ServerLevel[world]', x=-86.62, y=114.44, z=-285.62]
[00:32:59] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141401, l='ServerLevel[world]', x=-85.69, y=113.29, z=-290.26]
[00:32:59] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141402, l='ServerLevel[world]', x=-86.51, y=119.69, z=-290.41]
[00:33:05] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141456, l='ServerLevel[world]', x=-86.27, y=112.51, z=-265.40]
[00:33:05] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/141457, l='ServerLevel[world]', x=-87.44, y=121.29, z=-266.68]
